name,gender,probability,count
Stephanie/Kirsch,NA,0,0
Anelis,female,0.91,35
Ulle,female,0.73,52
Tomke,female,0.73,139
Jasmin,female,0.9,26849
Priska,female,0.98,772
MichÃ¨le,NA,0,0
Eitan,male,1,165
Berthold,male,0.99,417
Kang,male,0.84,2219
Gernot,male,1,761
Klemens,male,0.98,335
Andeas,male,1,31
Hana,female,0.98,33128
Toni,male,0.94,64776
Omar,male,0.98,68333
Judith,female,0.98,19741
Fanny,female,0.97,33073
Marie-Luise,female,0.97,361
Wolfert,male,1,7
Jochen,male,1,4220
Franziksa,female,1,2
Gerold,male,0.98,458
Torsten,male,1,8828
Bajohr,NA,0,0
Joe,male,0.95,58829
Marie-Laure,female,0.98,3175
Karla,female,0.98,13011
TimothÃ©e,NA,0,0
GÃ¶tz,NA,0,0
Iacob,male,0.61,1005
Dusan,male,0.99,5749
Jerzy,male,0.99,7948
Gisela,female,0.98,6296
Ludger,male,0.99,346
Ann,female,0.97,28026
Dag,male,0.86,1051
Donal,male,0.97,455
Carolin,female,0.96,7078
Renata,female,0.99,38513
Sophia,female,0.97,16034
FranÃ§ois,NA,0,0
Irving,male,0.98,551
Tabitha,female,0.98,822
Anke,female,0.97,6368
Lodi,male,0.59,208
Manuel,male,0.99,166605
Monic,female,0.97,912
Armando,male,0.99,21130
Irena,female,0.99,17869
Gerald,male,0.99,13923
Cyrill,male,0.92,594
Emanuel,male,0.99,11961
Burchardt,NA,0,0
Valentina,female,0.99,75303
Hans-JÃ¼rgen,NA,0,0
Grit,female,0.95,959
Niels,male,0.99,7479
Irmgard,female,0.96,692
Nedim,male,0.98,3915
Louis,male,0.97,26805
Geoffrey,male,0.99,14049
Javier,male,0.99,106497
FermÃ­n,NA,0,0
Janick,male,0.6,693
Raffaella,female,0.99,9733
Mona,female,0.97,20027
Gilles,male,0.99,26205
George,male,0.98,65488
Kristinn,male,0.89,57
Reisel,male,1,1
Glynis,female,0.98,294
Malgorzata,female,0.97,6794
Victoria,female,0.98,35658
Briony,female,0.98,112
Howard,male,0.99,3213
Henrike,female,0.82,546
Ronald,male,0.99,23684
Fabrice,male,0.99,38300
Veljko,male,1,876
Marcello,male,0.99,18464
Tenzin,male,0.78,289
FrÃ©dÃ©ric,NA,0,0
Hakan,male,0.97,121565
Isolde,female,0.98,443
HyeRan,female,0.96,99
Ilona,female,0.99,29528
Janina,female,0.98,11062
Piet,male,0.92,7685
Hans-Lukas,male,1,1
Kerem,male,0.97,19749
Kollaborative,NA,0,0
IÃ¸rn,NA,0,0
Ferrari,male,0.79,923
Frieder,male,0.99,141
Aaron,male,0.99,24633
Budelacci,NA,0,0
Pim,male,0.62,2678
Jolanta,female,0.98,13536
Igor',male,1,76
Carl-Friedrich,male,1,1
Ariane,female,0.97,5286
Burkhard,male,0.99,675
Migaku,NA,0,0
Margareth,female,0.99,897
Serhat,male,0.97,24282
Jorge,male,0.99,118451
Justin,male,0.98,29577
Jeannette,female,0.98,4618
Cemile,female,0.97,2959
Lienemann,NA,0,0
Holger,male,0.99,8077
Dean,male,0.98,13192
Brook,male,0.56,620
Sage,male,0.73,468
Tatiana,female,0.98,38772
Sepp,male,0.96,1270
Muriel,female,0.98,14732
Georges,male,0.98,18119
Mohn,male,0.72,18
Juergen,male,0.99,2171
Detlef,male,0.99,3162
Nathan,male,0.99,20181
Kathy,female,0.98,11449
Mugier,NA,0,0
Daub,male,0.8,5
Cerstin,female,0.98,57
Gesche,female,0.96,53
Kora,female,0.83,595
Weidhaas,male,1,1
Adrienne,female,0.97,1569
Eleonora,female,0.99,22031
Enno,male,0.94,440
Duncan,male,0.99,3407
Cornelius,male,0.98,1094
I.,NA,0,0
Hans-Rudolf,male,1,23
Knoll,male,0.56,27
Pedro,male,0.99,165413
Aleksey,male,0.99,3185
Aidan,male,0.91,1458
Sylvain,male,0.99,37051
Ljiljana,female,0.99,2913
Uli,male,0.74,2276
a,male,0.68,19908
Nada,female,0.93,19335
P.A.M.,NA,0,0
M.L.,NA,0,0
Emilian,male,0.97,898
Benno,male,0.99,985
Inga,female,0.97,8224
Gianenrico,male,1,15
Ludolf,male,1,23
Tilo,male,0.95,755
Eduardo,male,0.99,43964
Fabrizio,male,0.99,34325
Ola,female,0.83,39815
Ph.,NA,0,0
Clara,female,0.98,42811
Marc-AndrÃ©,NA,0,0
Carol,female,0.97,33721
Patrik,male,0.99,19252
Lucian,male,0.99,5661
Ida,female,0.97,11672
Piotr,male,1,88789
Oto,male,0.94,910
Golo,male,0.88,131
Tarek,male,0.98,17364
Batsatsashvili,NA,0,0
Otar,male,0.96,54
Netzwerk,male,1,5
Klaus-JÃ¼rgen,NA,0,0
Darren,male,0.99,15908
Kylie,female,0.95,1280
Marie,female,0.98,229433
Nevzat,male,0.97,5133
Timo,male,0.99,16048
Hanja,female,0.82,28
Stuart,male,0.99,10695
Hilge,NA,0,0
Phil,male,0.98,28225
Ileana,female,0.98,2723
Malina,female,0.95,1537
Alejandro,male,0.99,56977
Boike,male,0.9,20
Morten,male,0.99,4878
Agnese,female,0.99,4245
Iolanda,female,0.98,2598
Marilyn,female,0.97,6581
Kamiel,male,0.96,105
Xandra,female,0.98,735
Maud,female,0.97,9151
Hans-Henning,male,1,8
Andrey,male,0.99,16822
Mueller,male,0.64,87
Bertrand,male,0.97,14197
Anne-Marie,female,0.98,5857
Patrizia,female,0.99,22115
Gretta,female,0.97,213
Tomuschat,NA,0,0
Livia,female,0.99,5716
Yaron,male,0.99,306
Evita,female,0.98,2726
Nomos,male,1,6
Avraham,male,0.97,119
Idith,female,1,5
Erhard,male,0.98,389
Zdenko,male,0.99,651
Gemma,female,0.98,15931
Marlen,female,0.93,2581
Radha,female,0.73,407
Lucinda,female,0.98,1636
Mechtild,female,0.9,21
Abbas,male,0.97,6690
Birger,male,0.99,529
Philomen,female,0.5,12
Loredana,female,0.99,15840
Yves,male,0.98,27837
Maano,male,0.53,36
Iris,female,0.98,27519
Bele,female,0.6,194
Hellgard,NA,0,0
Hansjakob,male,1,4
Ivana,female,0.99,38850
Meyer,male,0.67,693
Ricci,male,0.75,836
Tiina,female,0.93,2961
Margit,female,0.98,4442
Jeremy,male,0.99,48233
Willemijn,female,0.99,281
Raimund,male,0.99,616
Yolanda,female,0.99,26005
Atonio,male,0.98,132
Deon,male,0.95,1040
Joanna,female,0.98,72381
Joseph,male,0.99,60259
N.,NA,0,0
Lonneke,female,0.99,311
Selma,female,0.97,15438
Kipling,male,0.75,32
Sofia,female,0.98,59571
Frida,female,0.98,4956
Nicolaas,male,0.99,184
German,male,0.98,9488
Crista,female,0.89,324
Ullrich,male,0.99,114
Birgitt,female,0.98,357
Tegethoff,female,0.5,2
Lilo,female,0.65,2519
Mihir,male,1,293
Jean-Bernard,male,0.99,614
Gerard,male,0.98,28780
Klara,female,0.98,7118
Rob,male,0.98,32016
William,male,0.99,64097
www.svvor.ch,NA,0,0
Yesim,female,0.97,1825
Pinar,female,0.96,3520
VÃ©ra,NA,0,0
Cesar,male,0.98,27863
Edgardo,male,0.99,1733
Haimo,male,1,9
Leandro,male,0.99,11623
Hirokazu,male,1,381
Mercedes,female,0.97,15393
Peggy,female,0.97,11432
JÃ¶rgen,NA,0,0
Csongor,male,0.98,343
Giulia,female,0.99,60748
Alena,female,0.99,31112
Juliette,female,0.97,13500
Becker,male,0.75,407
Carlos,male,0.99,236888
Lea,female,0.96,23031
Raji,male,0.79,838
Tanya,female,0.98,16739
Drozdstoj,NA,0,0
Obiora,male,0.98,217
Henny,female,0.71,2354
Isa,female,0.73,49751
Sutter-Somm,NA,0,0
Viktoria,female,0.98,9979
Remigio,male,0.99,448
Grob,male,0.9,30
erife,female,0.97,2740
Frauke,female,0.96,1141
UniversitÃ¤re,NA,0,0
Maxence,male,0.97,4249
Aurore,female,0.98,24327
Gianmarco,male,0.99,4246
Dante,male,0.98,5943
von,male,0.75,1028
Frederike,female,0.95,447
Anselm,male,0.99,242
Patrice,male,0.97,24078
Ulfrid,male,1,1
Noortje,female,0.99,318
Slaven,male,1,414
Audrey,female,0.97,54814
Cristina,female,0.99,140931
Soham,male,0.89,118
Pearce,male,0.85,68
Annamarie,female,0.98,258
Karlheinz,male,0.99,660
Oda,female,0.6,346
Dorota,female,0.98,34684
Mustafa,male,0.97,168672
Fabio,male,0.99,113500
Kilian,male,0.99,2869
Aleksandra,female,0.98,49679
Jean-FranÃ§ois,NA,0,0
Marisa,female,0.98,25702
Vincent,male,0.99,79107
Hallvard,male,1,43
Rosalinde,female,0.95,110
GaÃ«lle,NA,0,0
Saideh,female,0.97,38
SÃ¶ren,NA,0,0
Athanase,male,0.97,322
Lizhen,female,0.74,38
Johann,male,0.99,10448
MarlÃ¨ne,NA,0,0
Faried,male,0.99,121
Deborah,female,0.99,33214
Marlu,female,0.79,53
Z.,NA,0,0
Sadaf,female,0.94,880
Brice,male,0.99,11915
Luigi,male,0.99,68518
Nazim,male,0.98,2892
Oehninger.,NA,0,0
Jacob,male,0.99,15119
Archie,male,0.93,1564
Brian,male,0.99,51483
Elaine,female,0.98,8901
Palesa,female,0.97,458
Lerato,female,0.87,1236
Colleen,female,0.97,1577
Shanley,female,0.79,14
Ursa,female,0.77,162
Yaraslava,female,1,1
Yaroslava,female,0.98,280
Anderas,male,1,38
F,male,0.77,4523
O,male,0.71,4195
X,male,0.68,2997
WH,male,0.79,112
Bigna,female,0.71,17
Raquel,female,0.98,50152
Manel,male,0.61,10628
Luisa,female,0.98,37914
Cyril,male,0.98,33508
Carin,female,0.94,1184
Aurel,male,0.73,5810
Nii,male,0.86,961
Karolina,female,0.98,81964
Weidmann-HÃ¼gle,NA,0,0
Benito,male,0.98,5639
Armen,male,0.97,2172
Quentin,male,0.99,22654
Bilgin,male,0.9,1267
Cilja,female,1,5
AzÃ©lie,NA,0,0
GisÃ¨le,NA,0,0
Abel,male,0.98,15409
Egidius,male,0.95,19
Saba,female,0.75,2718
Cosimo,male,0.99,8480
Volkhart,male,1,2
Alp,male,0.97,8478
Anette,female,0.98,4784
Trudi,female,0.91,446
Cory,male,0.77,3711
Ad,male,0.77,3451
Lina,female,0.98,49378
Azhar,male,0.85,1957
Davina,female,0.96,1859
Will,male,0.97,15251
Chr.,NA,0,0
Furger-Gunti.,NA,0,0
Shireen,female,0.97,526
Anne-Claude,female,0.93,80
Guido,male,0.99,15568
Kate,female,0.98,38791
Laurant,male,0.93,187
Susanne:,NA,0,0
Biedermann,male,0.78,9
Katherine,female,0.98,8451
Neven,male,0.78,535
Agomoni,NA,0,0
Edeltraud,female,0.97,383
SÃ¶nke,NA,0,0
Helma,female,0.99,704
Ch,male,0.75,2232
Ph,male,0.77,751
Marc-Oliver,male,1,66
Anne-Florence,female,0.94,35
Gabrielle,female,0.95,4965
Amy,female,0.97,31233
Kata,female,0.93,8422
Mathias,male,0.99,17180
Guillemette,female,0.93,228
Pascale,female,0.97,16746
Ueli.,NA,0,0
AnaÃ¯s,NA,0,0
Eva-Lotta,female,1,50
SebastiÃ¡n,NA,0,0
Khosada,NA,0,0
Vanda,female,0.98,4582
Manuela.,NA,0,0
Evan,male,0.94,5323
Ardita,female,0.94,456
Vegh,male,0.62,26
Chiara,female,0.99,58622
Tessa,female,0.98,4864
Filip-Martin,NA,0,0
Ilir,male,0.97,2481
Michaelina,female,1,9
Jacques-'Elie,NA,0,0
Jean-Louis,male,0.99,5131
Marlies,female,0.98,2218
Kristin,female,0.93,6934
Lenka,female,0.99,50218
NatÃ lia,NA,0,0
Mareike,female,0.97,3661
Falko,male,0.99,928
Kristine,female,0.98,6020
Sam,male,0.81,96261
Luis,male,0.99,176693
Noelia,female,0.99,25366
Marlis,female,0.96,430
In:,NA,0,0
BÃ©nÃ©zet,NA,0,0
Iljana,female,0.97,34
Varnholt,NA,0,0
Buschauer,female,1,1
Bobby,male,0.96,12129
Baur-Mettler,NA,0,0
X.,NA,0,0
PiquÃ©.,NA,0,0
Raimundo,male,0.98,1054
GÃ¡bor,NA,0,0
Thierry,male,0.99,62474
Gabriel,male,0.98,52559
JÃ©rome,NA,0,0
Myriam,female,0.98,25533
Arnaud,male,0.99,39701
Mathis,male,0.97,1564
Natalia,female,0.98,102542
Ketut,male,0.84,219
Bert,male,0.97,9442
Hui-Ting,female,1,4
Bernali,NA,0,0
Helmar,male,0.97,64
Paola,female,0.99,56601
GuÃ©ladio,NA,0,0
Brama,male,0.89,93
HampatÃ©,NA,0,0
Ibrahim,male,0.97,93308
Koffa,male,0.94,36
Keith,male,0.98,14549
Kazuyuki,male,1,327
Guy,male,0.98,26733
Jannine,female,0.96,246
Igor,male,0.99,35328
Filipa,female,0.97,8931
GrÃ©gory,NA,0,0
VÃ­ctor,NA,0,0
Miguel,male,0.99,158479
Fleur,female,0.97,7440
Wout,male,0.99,685
Ilaria,female,0.99,26452
Don,male,0.98,21894
Wilson,male,0.98,11567
Elwys,male,1,7
J.-P.,NA,0,0
Jean-Claude,male,0.99,9062
Greta,female,0.98,8083
Edgar,male,0.99,16632
Niko,male,0.96,23757
Amelie,female,0.97,12128
JosÃ©,NA,0,0
Miki,male,0.75,19891
Maaike,female,0.99,1948
Giacomo,male,0.99,25600
Aleksandr,male,0.99,7354
Ionel,male,0.98,2747
Mihai,male,0.96,16701
Evgeniia,female,1,29
Henrik,male,0.99,10710
Matej,male,0.99,3853
Khadija,female,0.98,11788
Gerry,male,0.93,8208
Irka,female,0.95,426
Jocelyne,female,0.99,9825
Ole,male,0.95,5205
Kimon,male,0.95,137
Maxime,male,0.98,43056
Jean-Christophe,male,0.99,2984
Marielle,female,0.98,4932
Emeline,female,0.97,7890
Hugo,male,0.99,46650
Saara,female,0.93,745
Jean-Philippe,male,0.99,4945
Pia,female,0.96,12901
Khan,male,0.95,6669
ej,male,0.65,502
Heidemarie,female,0.98,308
Josep,male,0.99,10821
Mireia,female,0.99,6405
Antoni,male,0.97,5088
Xavier,male,0.99,36056
Fabien,male,0.99,33928
Tomaz,male,0.98,494
Mariana,female,0.98,28214
EloÃ¯se,NA,0,0
Caren,female,0.98,1920
BÃ¤rbel,NA,0,0
Elger.,NA,0,0
Meret,female,0.72,136
Marie-JosÃ©,NA,0,0
Rony,male,0.91,4615
Sibilo,male,1,2
Brinda,female,0.96,211
Sravanti,female,1,1
Jovanne,male,0.76,34
Babette,female,0.98,1789
Margrith,female,0.98,57
Mattias,male,0.99,5560
Gina,female,0.98,22233
Friedemann,male,0.98,107
Aza,female,0.52,944
Janine,female,0.98,16996
Heidrun,female,0.97,611
Fessler,male,0.83,6
BÃ©la,NA,0,0
Ariel,male,0.81,11501
Louis-FÃ©lix,NA,0,0
Antoine,male,0.99,38236
Jodok,male,1,10
Jean-Yves,male,0.99,3563
Meinrad,male,1,70
Thibalt,male,1,1
Edward,male,0.99,22248
Gilberto,male,0.99,4461
Maren,female,0.96,3594
Tom,male,0.99,126230
August,male,0.88,1401
FranÃ§oise,NA,0,0
Elijah,male,0.95,1647
Ron,male,0.98,15585
H.-D.,NA,0,0
Sikkina,NA,0,0
Baldessare,NA,0,0
JoÃ«l,NA,0,0
Massimo,male,0.99,69361
Cosima,female,0.97,437
Horace,male,0.98,414
Gloria,female,0.99,35269
Armina,female,0.96,412
Nils,male,0.99,9603
Emilie,female,0.98,72741
Denis,male,0.96,57303
Marcia,female,0.98,8043
ÃloÃ¯se,NA,0,0
Yoseph,male,1,251
Erin,female,0.77,3169
Jidovtseff.,NA,0,0
Darko,male,0.99,6753
Dietrich,male,0.91,440
Anina,female,0.98,729
Bohumil,male,0.98,1490
Pirmin,male,0.98,161
Jeannine,female,0.98,4114
Helge,male,0.97,1448
Remy,male,0.87,3085
Marcin,male,1,95745
Tarkan,male,0.97,5127
M.-L.,NA,0,0
Olga,female,0.98,80307
Kristina,female,0.98,29132
Selim,male,0.97,22868
Vladimir,male,0.99,24429
Grave,male,0.76,96
Abdulsalam,male,0.95,349
Fabiene,female,0.98,92
Colette,female,0.98,6775
Luba,female,0.85,1425
Petr,male,0.98,81130
Wibke,female,0.94,178
Riccardo,male,0.99,36394
Sebastien,male,0.99,56953
Mohammad,male,0.98,31501
Milena,female,0.98,29740
Teodora,female,0.98,3503
Marti,female,0.62,3645
Edwin,male,0.99,17259
Zohra,female,0.98,2409
Lester,male,0.98,1923
Marguerita,female,1,61
Willy,male,0.95,19599
Giselle,female,0.98,2101
Welichan,NA,0,0
HÃ¤ring,NA,0,0
H-P,male,0.96,25
Leonie,female,0.97,5392
Ronny,male,0.98,15356
Wtjm,NA,0,0
Lindsey,female,0.95,2750
Jude,male,0.81,4365
Aya,female,0.95,12830
Jeff,male,0.99,32948
Karl-Erik,male,0.99,81
Sundar,male,0.99,347
Marko,male,0.99,32295
Metka,female,0.97,319
Melissa,female,0.99,63975
Timothy,male,0.99,13105
Felicitas,female,0.96,628
Maurits,male,0.99,535
Rachel,female,0.98,28052
Chang-Chun,male,1,1
Ottmar,male,0.99,126
Ian,male,0.99,27117
Dana,female,0.95,37468
Elisabeta,female,0.98,716
Chase,male,0.97,1175
Jen-How,NA,0,0
K.-N.,NA,0,0
Emma,female,0.93,57489
Ebadollah,male,1,1
Jan-Dirk,male,1,27
Felicia,female,0.98,6273
Joar,male,0.98,93
Tulay,female,0.96,951
ICOR,female,0.5,8
V.),NA,0,0
Andra,female,0.88,8226
Melina,female,0.96,8835
Jake,male,0.98,10579
Nicolette,female,0.98,802
Penghui,male,1,5
Christer,male,0.98,2672
Rumiana,female,0.98,92
Pepka,female,0.83,18
Petya,male,0.53,672
Dimitris,male,0.99,17450
Aggeliki,female,0.98,1252
Theres,female,0.96,339
Jean-Pierre,male,0.99,12826
Pierrick,male,0.99,3653
Karl-Ernst,male,1,12
Maysoon,female,0.97,58
Khaled,male,0.98,37302
Fuad,male,0.98,2728
Arcadio,male,0.99,320
Sereen,female,0.97,108
HÃ©lÃ¨ne,NA,0,0
StÃ©phan,NA,0,0
Pilar,female,0.98,27619
Adam,male,0.98,116396
Camila,female,0.98,8717
Elina,female,0.96,9431
AR,male,0.91,5224
Gene,male,0.63,2886
Rattan,male,0.98,40
Winkler,male,0.66,77
Renggli,male,1,3
Spulber,male,0.53,43
Pollard,male,0.86,21
Rother,male,0.58,12
Bruns,male,0.85,61
Margot,female,0.97,7723
Dinu,male,0.67,1836
Mustaqueem,male,1,1
Zukiswa,female,1,83
Stefania,female,0.99,39842
Raoul,male,0.98,6085
Klehr,NA,0,0
Zhao,male,0.66,775
Kron,male,0.9,82
KÃ¶hler,NA,0,0
A.T.,NA,0,0
S.A.,NA,0,0
Jannika,female,0.97,200
Per,male,0.97,8746
Nick,male,0.98,46290
Vitaliy,male,1,2708
Monique,female,0.98,28808
Terry,male,0.7,20947
Vasiliki,female,0.97,962
PM,male,0.73,451
RA,female,0.61,3691
Franciska,female,0.99,616
Anne-KÃ¤thi,NA,0,0
Katie,female,0.98,10320
Ronglih,NA,0,0
Otmar,male,0.99,289
Maha,female,0.93,6250
LÃ¤mmle.,NA,0,0
Sally,female,0.95,12510
Catrina,female,0.96,1317
Zuzana,female,0.99,26164
J.-M.,NA,0,0
Sultan,male,0.6,14221
Lavanya,female,0.95,201
Naomi,female,0.98,10562
Debra,female,0.97,3324
Leimgruber,NA,0,0
Anne-FranÃ§oise,NA,0,0
Elmar,male,0.98,1366
Leu,male,0.7,265
Elger,male,0.97,34
Maxim,male,0.97,9825
Sauter,male,0.79,19
Agola,female,0.5,2
Auf,male,0.76,37
Benguerel,NA,0,0
Dietre,male,1,3
FlÃ¼ckiger,NA,0,0
Hajdas,NA,0,0
Imhof,male,0.7,20
Jans,male,0.71,453
KÃ¼nzle,NA,0,0
Osusky,NA,0,0
Schlumbaum,NA,0,0
Walpen,male,1,3
Atina,female,0.97,291
H.-U.,NA,0,0
Roselind,female,1,15
Karina,female,0.98,29586
Duick,NA,0,0
Gyula,male,0.99,5041
Veerle,female,0.99,1723
Wim,male,0.99,8236
Lis,female,0.88,3045
Joelle,female,0.98,11998
Fee,female,0.85,1080
Patchareerat,female,1,5
Anna-Kathrina,female,1,1
Sutter.,NA,0,0
Hines,female,0.5,6
Danilo,male,0.99,24662
Karim,male,0.98,92804
Belinda,female,0.98,8786
Dina,female,0.97,20572
Violeta,female,0.98,9104
Serena,female,0.99,33615
Mariusz,male,1,41989
Sue,female,0.97,12000
Sean,male,0.99,25765
Tikesh,male,1,1
Jin,male,0.7,7587
Viola,female,0.99,29324
Arthur,male,0.99,20587
MarÃ­a,NA,0,0
RamÃ³n,NA,0,0
AndrÃ©s,NA,0,0
Rui,male,0.98,38514
Lael,male,0.63,40
Ania,female,0.98,62188
Jeffrey,male,0.99,22034
Peter-Ben,NA,0,0
Conny,female,0.83,8345
Di,male,0.59,5179
Lidia,female,0.99,32229
Nenad,male,0.99,7071
Madhusudan,male,0.99,89
Kumar,male,0.99,3142
Christel,female,0.96,9408
Katrein,female,1,10
Nynke,female,0.99,300
AdriÃ¡n,NA,0,0
Carles,male,0.98,4171
Adolfo,male,0.99,6858
Rajesh,male,0.99,5461
Martinelli,male,0.69,105
Annalena,female,0.97,892
Shay,male,0.68,1114
Nico,male,0.97,77883
Hajo,male,0.95,394
Michal,male,0.99,62499
Sushila,female,0.95,41
Gisler,male,0.62,13
Miccheluzzi,NA,0,0
Suter,male,0.79,38
Brendon,male,0.99,1068
Wenke,female,0.98,229
Obert,male,0.9,122
Amanda,female,0.98,49026
Yasunori,male,1,211
Symphorien,male,0.99,155
Sieghard,male,1,20
Alessandra,female,0.99,47882
Lijuan,female,0.97,64
Said,male,0.97,48120
Deniz,male,0.6,55582
Camill,male,0.51,92
Thibault,male,0.99,8562
Shigeki,male,1,249
Florent,male,0.99,18354
Marybel,female,0.97,168
JoaquÃ­n,NA,0,0
Isabella,female,0.98,15879
Pasqualina,female,0.99,777
Qerim,male,0.95,108
Thore,male,0.99,396
N.S.,NA,0,0
J.W.,NA,0,0
J.G.,NA,0,0
S.M.,NA,0,0
Arnd,male,0.98,248
Joschka,male,0.99,154
Hannele,female,0.97,486
Marnie,female,0.93,430
Plomb,male,0.69,13
Rouven,male,1,594
Jackie,female,0.79,11477
Viktoriia,female,0.98,199
Judit,female,0.99,15922
Ctibor,male,0.98,175
Nattavudh,NA,0,0
Vijayendran,male,1,3
Indra,male,0.74,3945
Angelo,male,0.98,73455
Luc,male,0.97,26405
Rajendran,male,0.9,155
Mikhail,male,0.99,3514
Raghunathan,male,1,13
Anatole,male,0.96,604
Engler,male,0.52,23
Guisan,male,1,2
Balazs,male,0.94,1271
Sheila,female,0.99,17390
Anne.,NA,0,0
Anatoly,male,1,1057
Vladimira,female,0.99,619
Kasper,male,0.98,2906
Cristiano,male,0.99,14679
D.C.S.,NA,0,0
GyÃ¶rgy,NA,0,0
GyÃ¶rgyi,NA,0,0
Palivan,female,0.5,6
Vito,male,0.98,23259
Eda,female,0.94,21326
Frederik,male,0.99,4045
Tiziano,male,0.99,6561
Tjebo,NA,0,0
Konstantinos,male,0.99,4197
Adnan,male,0.97,22790
Mali,male,0.7,4596
Wilfried,male,0.99,7427
Heather,female,0.98,6049
NÃºria,NA,0,0
Maire-ThÃ©rÃ¨se,NA,0,0
Rekha,female,0.96,478
Desanka,female,0.95,94
Debora,female,0.99,18192
Shirin,female,0.95,1855
Madan,male,0.94,416
Bora,male,0.91,12368
Ahmed,male,0.98,139051
Leif,male,0.99,3319
Steven,male,0.99,61542
Fred,male,0.96,73886
Viviane,female,0.98,9913
Lioba,female,0.96,131
Hansruedi,male,1,139
Jaronas,NA,0,0
Arndt,male,0.98,275
Jelscha,female,1,2
Kuno,male,0.97,161
Hedwig,female,0.76,436
Olzen,female,0.5,2
Sarah-Maria,female,0.97,35
ClÃ©a,NA,0,0
Phyllis,female,0.97,1067
Mike,male,0.99,109844
Patric,male,0.97,2883
Kee,male,0.72,746
Tomie,female,0.57,56
Schmidt,male,0.58,496
Jehanne,female,0.98,123
Jan-Marek,male,1,1
Viera,female,0.96,2457
Damiano,male,0.99,7999
Dunja,female,0.97,1481
Thibaud,male,0.99,2436
Sofie,female,0.98,7924
Lauric,male,0.89,75
Vegard,male,1,303
M.-Teresa,NA,0,0
Bryan,male,0.99,22678
Blaise,male,0.97,3382
Jehuda,male,1,5
Carl,male,0.98,17561
Ali,male,0.95,319583
Bopp,male,0.92,12
Staehelin.,NA,0,0
Yaakov,male,0.97,71
Dober,male,0.92,48
H.-C,NA,0,0
Salvatore,male,0.99,66507
Berit,female,0.96,1344
Spartaco,male,0.99,453
Morgane,female,0.97,19650
Antonin,male,0.99,2687
Afra,female,0.87,606
Tolga,male,0.97,34398
Donald,male,0.98,12059
Trudy,female,0.94,1424
Anne-Laure,female,0.97,2630
Nine,female,0.79,1512
Yannick,male,0.96,28735
Irma,female,0.98,7296
Rajna,female,0.84,69
Pamela,female,0.98,31042
Frances,female,0.88,3173
Sidika,female,0.96,135
Selina,female,0.96,8696
JÃ³n,NA,0,0
Zoltan,male,0.99,2370
Thanh-Huyen,female,1,1
Tamara,female,0.98,42613
Rikki,male,0.75,592
Annie,female,0.98,28150
Adriana,female,0.99,49650
Yigit,male,0.97,3009
Claudiu,male,1,5566
Tommaso,male,0.99,11582
Roswitha,female,0.98,1751
Rhea,female,0.99,1899
Emir,male,0.97,12834
Cem,male,0.97,34539
JE,male,0.59,3585
Marjolijn,female,0.99,323
Mirella,female,0.99,6757
NoÃ©mi,NA,0,0
Hanns,male,0.98,129
Eliane,female,0.98,7098
Anya,female,0.97,4118
Eni,female,0.67,1687
Geerten,male,0.92,12
Marie-Theres,female,0.95,134
Gesa,female,0.92,420
DÃ©sirÃ©e,NA,0,0
Andrzej,male,0.99,40041
Gregory,male,0.99,25701
Violet,female,0.96,2133
Clea,female,0.98,472
Lydia,female,0.98,21382
Lisa.,NA,0,0
Yanina,female,0.99,1845
Lenke,female,0.99,220
Gary,male,0.99,29381
Milenko,male,0.99,732
Janske,female,0.86,29
Chris,male,0.9,156083
Marine,female,0.96,36464
Vimalkumar,male,1,10
Gunhild,female,0.97,102
Thea,female,0.97,2778
Hella,female,0.93,704
Zeller,male,0.73,40
Bastian,male,0.99,5082
Bubb,male,0.79,24
Gesina,female,0.98,44
Hall,male,0.89,611
Ã­,NA,0,0
Mihaela,female,0.98,17686
Oana,female,0.97,10756
Majid,male,0.98,9133
Seyed,male,0.98,521
Adeleh,female,1,31
Talie,female,0.97,144
Neda,female,0.96,2368
Abouzar,male,1,41
Ahmad,male,0.97,46229
Negin,female,0.97,735
Ferda,female,0.65,2234
AC,male,0.69,849
JL,male,0.88,1395
MC,male,0.84,6221
Abdulle,male,1,10
Assyr,male,1,3
Gabor,male,0.96,3811
Guan-Xiang,NA,0,0
Thejesh,male,1,9
Gateano,male,1,2
Everton,male,0.98,542
Rubem,male,0.99,221
Leonardo,male,0.99,31322
Ihab,male,0.98,1527
Moira,female,0.98,2779
Abdallah,male,0.97,5956
Sepideh,female,0.98,915
Yusra,female,0.95,405
Marica,female,0.97,4906
Antonella,female,0.99,43318
Manolis,male,0.99,2062
et,male,0.7,708
JF,male,0.92,1130
MJ,male,0.53,3222
Francesc,male,0.98,2929
Rares,male,0.98,951
Frederic,male,0.99,41164
Jet,male,0.65,1831
Cottier,male,0.7,10
ZY,male,0.64,131
Guendalina,female,0.98,649
Henryk,male,0.99,3313
Rohit,male,1,4503
Malama,male,0.51,63
Holly,female,0.87,4247
Roy,male,0.98,21602
Lauren,female,0.9,8924
Tia,female,0.7,3057
Agata,female,0.98,38733
Sumeet,male,0.97,426
Jean-Francois,male,0.99,765
Howbeer,male,1,1
Fay,female,0.69,2082
Evelina,female,0.98,3597
Zhong-Qun,NA,0,0
Ashish,male,0.99,3872
Marjorie,female,0.98,11719
Yakub,male,0.96,346
